bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,years_since_publication
498,Tesla Papers,Nikola Tesla,4.13,0932813860,9780932813862,eng,100,102,2,Adventures Unlimited Press,23.0
511,Boys of Summer,Julie Elizabeth Leto,3.77,0373792689,9780373792689,eng,249,478,12,Harlequin Blaze,17.0
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas,4.03,0974514055,9780974514055,en-US,828,1577,49,Pragmatic Bookshelf,19.0
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly,3.95,0764585975,9780764585975,eng,112,73,8,Cliffs Notes,23.0
524,Lord of the Flies,William Golding,3.68,0307281701,9780307281708,eng,6,408,96,Listening Library (Audio),18.0
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,0812969707,9780812969702,eng,397,1693,100,Random House,17.0
534,We Were Not Like Other People,Ephraim Sevela,4.14,0060255080,9780060255084,eng,216,1,0,HarperCollins Publishers,34.0
537,The Lovely Bones,Alice Sebold,3.81,0330485385,9780330485388,en-GB,328,6485,966,Picador,20.0
538,The Lovely Bones,Alice Sebold,3.81,159413023X,9781594130236,en-US,532,367,73,Large Print Press,19.0
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,0345360354,9780345360359,eng,224,1371,43,Ballantine Books,33.0
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea,3.98,0321303474,785342303476,en-US,296,793,28,Peachpit Press,18.0
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,0321430840,9780321430847,en-US,456,549,42,Peachpit Press,17.0
576,1000 Record Covers,Michael Ochs,3.85,3822840858,9783822840856,mul,575,288,31,Taschen,18.0
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,0743264460,9780743264464,eng,245,26381,1109,Scribner,17.0
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,0743236017,9780743236010,eng,272,62089,3324,Scribner,19.0
619,Vice (V  #8),Jane Feather,3.51,0553572490,9780553572490,eng,419,474,19,Bantam,27.0
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,0060589469,9780060589462,eng,540,166046,6446,HarperTorch,17.0
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley,4.08,0802789471,9780802789471,eng,32,1773,274,Walker & Company,18.0
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto,3.72,0688060692,9780688060695,en-GB,408,286,10,William Morrow Paperbacks,33.0
643,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9781859605158,eng,222,40,2,Haynes Manuals N. America  Inc.,21.0
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel,3.93,1592530877,9781592530878,eng,191,27,0,Rockport Publishers,19.0
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy,4.11,0451528808,9780451528803,eng,304,7300,266,Signet Classics,20.0
656,War and Peace,Leo Tolstoy,4.11,0192833987,9780192833983,eng,1392,211671,6245,Oxford University Press,25.0
658,The Kingdom of God Is Within You,Leo Tolstoy,4.13,0486451380,9780486451381,eng,352,2403,210,Dover Publications,17.0
662,Atlas Shrugged,Ayn Rand,3.69,0452011876,9780452011878,eng,1168,322483,14702,Plume,24.0
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,0451163087,9780451163080,eng,224,2750,108,Signet Book,60.0
664,The Fountainhead,Ayn Rand,3.87,0452286751,9780452286757,en-US,752,1886,229,Dutton,18.0
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,3.51,0451163931,9780451163936,eng,176,11462,467,Signet,59.0
667,Anthem,Ayn Rand,3.63,0452281253,9780452281257,eng,105,110952,7277,NAL,24.0
668,We the Living,Ayn Rand,3.91,0451187849,9780451187840,eng,464,23199,1086,Signet,27.0
669,Capitalism: The Unknown Ideal,Ayn Rand,3.88,0451147952,9780451147950,eng,340,3501,153,Signet,37.0
670,Letters of Ayn Rand,Ayn Rand,3.96,0452274044,9780452274044,eng,681,18,2,NAL,26.0
672,Sailing for Dummies,J.J. Isler,3.95,0471791431,9780471791430,eng,416,150,7,For Dummies,17.0
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,0553803816,9780553803815,eng,368,646,83,Delacorte Press,17.0
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,0375755195,9780375755194,eng,192,12180,630,Random House Trade Paperbacks,21.0
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,9781592283194,eng,286,51,5,Lyons Press,19.0
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,0975599518,9780975599518,en-US,571,1601,284,Alliance Publishing,19.0
685,The Natural,Bernard Malamud,3.63,0374502005,9780374502003,eng,231,8854,672,Farrar Straus Giroux,20.0
698,Digging to America,Anne Tyler,3.55,0307263940,9780307263940,eng,277,17155,1841,Alfred A. Knopf,17.0
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo,3.77,0312405545,9780312405540,eng,826,44,3,Bedford Books,19.0
702,Modern Latin America,Thomas E. Skidmore,3.59,019517013X,9780195170139,en-US,528,234,11,Oxford University Press  USA,19.0
703,The Plot Against America,Philip Roth,3.77,1400079497,9781400079490,eng,391,33321,2925,Vintage International,18.0
707,Naked Pictures of Famous People,Jon   Stewart,3.59,0688171621,9780688171629,en-GB,164,8703,417,Dey Street Books,24.0
759,Collected Stories,Gabriel García Márquez,4.19,0060932686,9780060932688,eng,352,6375,179,Harper Perennial Modern Classics,15.0
762,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,1400034957,9781400034956,spa,118,7888,411,Vintage Espanol,20.0
763,Cien años de soledad,Gabriel García Márquez,4.07,0307350428,9780307350428,spa,496,130,5,Plaza y Janes,17.0
764,Del amor y otros demonios,Gabriel García Márquez,3.98,0307350444,9780307350442,spa,176,4508,278,Plaza y Janes,17.0
765,Living to Tell the Tale,Gabriel García Márquez,3.99,140003454X,9781400034543,eng,533,397,47,Vintage,19.0
766,Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,9781400095803,spa,112,5856,377,Vintage Espanol,19.0
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,0375708111,9780375708114,eng,425,32569,1058,Vintage Books USA,19.0
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon,4.29,086171492X,9780861714926,eng,288,37,6,Wisdom Publications,18.0
787,The Mini Rough Guide to London,Rob Humphreys,3.75,184353584X,9781843535843,eng,363,1,0,Rough Guides,17.0
793,Best of London (Lonely Planet Best Of),Lonely Planet,3.83,1740594770,9781740594776,eng,128,11,0,Lonely Planet,19.0
797,Lonely Planet Londres,Lonely Planet,4.03,8408064762,9788408064763,spa,480,0,0,Geoplaneta,17.0
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,0618710531,9780618710539,eng,287,6870,237,Mariner Books,17.0
816,Cryptonomicon,Neal Stephenson,4.25,0060512806,9780060512804,eng,1139,83184,4249,Avon,21.0
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,2228894168,9782228894166,fre,418,5,0,Payot,22.0
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,0060733357,9780060733353,en-US,815,19320,565,William Morrow Paperbacks,18.0
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,0060593083,9780060593087,eng,927,30872,1735,HarperCollins Perennial,19.0
824,The Cobweb,Neal Stephenson,3.61,0553383442,9780553383447,eng,448,2465,137,Spectra Books,18.0
826,The Big U,Neal Stephenson,3.25,0380816032,9780380816033,en-US,308,4657,223,William Morrow Paperbacks,22.0
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson,4.19,0553380966,9780553380965,eng,499,71042,2767,Spectra,23.0
828,Interface,Neal Stephenson,3.68,0553383434,9780553383430,eng,640,4731,270,Spectra,18.0
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,0060833181,9780060833183,en-US,464,1567,65,HarperTorch,17.0
830,Snow Crash,Neal Stephenson,4.03,0553380958,9780553380958,eng,438,188100,6612,Bantam Books,23.0
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington,4.16,1880685353,9781880685358,eng,450,1474,30,Two Plus Two Publishing LLC,18.0
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington,4.24,1880685337,9781880685334,eng,381,1929,72,Two Plus Two Publishing LLC,19.0
840,The Design of Everyday Things,Donald A. Norman,4.17,0465067107,9780465067107,eng,240,18602,1379,Basic Books,21.0
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,0465051367,9780465051366,eng,272,3702,149,Basic Books,18.0
842,The Psychology of Everyday Things,Donald A. Norman,4.17,0465067093,9780465067091,eng,257,265,31,Basic Books,35.0
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones,4.27,0898709199,9780898709193,en-GB,259,51,7,Ignatius Press,17.0
864,The Alchemist,Paulo Coelho,3.86,0060887966,9780060887964,eng,192,920,76,HarperOne,17.0
865,The Alchemist,Paulo Coelho,3.86,0061122416,9780061122415,eng,197,1631221,55843,HarperCollins,30.0
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa,4.57,142150460X,9781421504605,eng,192,9013,153,VIZ Media LLC,17.0
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa,4.56,1591169259,9781591169253,eng,192,16666,299,VIZ Media LLC,18.0
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa,4.57,1421504596,9781421504599,eng,192,11451,161,VIZ Media LLC,17.0
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa,4.5,1591169208,9781591169208,eng,192,111091,1427,VIZ Media LLC,18.0
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa,4.55,1591169291,9781591169291,eng,200,10752,294,VIZ Media LLC,18.0
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho,3.86,006019250X,9780060192501,en-US,198,251,32,HarperCollins Publishers,25.0
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa,4.52,1591169232,9781591169239,eng,192,14923,419,VIZ Media LLC,18.0
880,Pompeii,Robert   Harris,3.82,0812974611,9780812974614,eng,274,26922,1726,Random House Trade Paperbacks,18.0
888,The Last Days of Pompeii,Edward Bulwer-Lytton,3.6,158715739X,9781587157394,eng,360,1156,68,Borgo Press,21.0
890,Of Mice and Men,John Steinbeck,3.87,0142000671,9780142000670,eng,103,1755253,25554,Penguin Books,21.0
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,0060554738,9780060554736,en-US,464,20529,1592,It Books,18.0
902,The Westing Game,Ellen Raskin,4.02,014240120X,9780142401200,eng,182,142121,8782,Puffin,19.0
903,The Egypt Game,Zilpha Keatley Snyder,3.83,0808553038,9780808553038,eng,215,30231,1130,Turtleback Books,14.0
929,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,9781400096893,eng,503,280309,3703,Vintage Books USA,18.0
930,Memoirs of a Geisha,Arthur Golden,4.11,0739326228,9780739326220,eng,434,1301083,19296,Random House Large Print Publishing,18.0
931,Memoirs of a Geisha,Arthur Golden,4.11,0099498189,9780099498186,en-US,497,2122,256,Vintage,18.0
932,Memoirs of a Geisha: A Portrait of the Film,David        James,4.08,1557046832,9781557046833,eng,144,145,8,Newmarket Press,18.0
933,Memoirs of a Geisha,Arthur Golden,4.11,0099771519,9780099771517,eng,497,4189,462,Vintage,25.0
935,Geisha of Gion,Mineko Iwasaki,3.93,074343059X,9780743430593,eng,334,1556,158,Pocket Books,20.0
941,Love As A Foreign Language #5,J. Torres,3.44,1932664394,9781932664393,eng,58,9,2,Oni Press,17.0
944,Jungle Love,Margaret Johnson,3.41,0521750849,9780521750844,eng,95,59,7,Cambridge University Press,21.0
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,0802415318,9780802415318,eng,0,22,4,Moody Publishers,18.0
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,9781416524793,eng,736,2418736,21303,Pocket Books,17.0
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,849561877X,9788495618771,spa,508,196,20,Umbriel,18.0
966,Angeles & Demonios,Dan Brown,3.89,0972859896,9780972859899,spa,18,65,7,FonoLibro,18.0
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,0307277674,9780307277671,eng,489,1679706,35877,Anchor,17.0
969,The Da Vinci Code,Dan Brown,3.84,076792603X,9780767926034,eng,467,1120,105,Broadway Books,17.0
972,Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,2266144340,9782266144346,fre,744,377,16,Pocket,18.0
975,Deception Point,Dan Brown,3.71,1416524800,9781416524809,eng,736,4919,410,Pocket Books,17.0
977,Deception Point,Dan Brown,3.71,0552151769,9780552151764,eng,585,3353,183,Corgi Books,19.0
980,Deception Point,Dan Brown,3.71,0593055071,9780593055076,eng,448,61,4,Bantam Press,18.0
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,9780786016068,eng,383,456,41,Pinnacle,18.0
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,4.03,0671015206,9780671015206,eng,258,61760,2600,Gallery Books,25.0
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,9781585424337,eng,320,88897,2334,Tarcherperigee,18.0
1007,Think and Grow Rich,Napoleon Hill,4.18,1932429239,9781932429237,eng,368,48,9,High Roads Media,19.0
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,0977616657,9780977616657,eng,256,173,14,Pragmatic Bookshelf,17.0
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,9781563410901,en-US,288,253,17,Firebrand Books,18.0
1032,Trump: The Art of the Deal,Donald J. Trump,3.66,0345479173,9780345479174,en-US,384,12748,948,Ballantine Books,19.0
1052,The Richest Man in Babylon,George S. Clason,4.26,0451205367,9780451205360,eng,194,76451,3400,Berkley Books,15.0
1053,The Richest Man in Babylon,George S. Clason,4.26,1419349996,9781419349997,eng,4,86,15,Recorded Books  Inc.,18.0
1059,Shibumi,Trevanian,4.21,1400098033,9781400098033,eng,480,9498,637,Broadway Books,18.0
1067,1776,David McCullough,4.07,0743226720,9780743226721,eng,386,166916,6243,Simon  Schuster,17.0
1068,1776,Peter  Stone,4.22,0140481397,9780140481396,eng,192,1299,30,Penguin Books,47.0
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,0226014908,9780226014906,eng,284,31,5,University of Chicago Press,23.0
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,9781416500186,eng,418,200744,7656,Howard Publishing Co,14.0
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,0310258979,9780310258971,eng,5,26,2,Zondervan,18.0
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,0060838582,9780060838584,eng,399,190039,4922,Harper Perennial,18.0
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,0141006870,9780141006871,eng,384,811,77,Penguin Books,21.0
1103,Snow Flower and the Secret Fan,Lisa See,4.07,0812968069,9780812968064,eng,269,297533,14935,Random House,17.0
1110,The Broker,John Grisham,3.78,0385340540,9780385340540,eng,422,72361,2334,Delta,17.0
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,0394720245,9780394720241,eng,1344,11208,1237,Vintage,48.0
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,0345480600,9780345480606,eng,320,28,1,Ballantine Books,17.0
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,3.74,0060193395,9780060193393,en-US,201,3877,275,HarperCollins Publishers  Inc.,24.0
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke,3.65,1579546013,9781579546014,en-US,288,401,63,Rodale Books,18.0
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,0972018417,9780972018418,eng,405,814,51,High Point Media,20.0
1130,The Warren Buffett Way,Robert G. Hagstrom,4.13,0471743674,9780471743675,en-US,245,228,16,John Wiley & Sons,18.0
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles,4.07,0471430455,9780471430452,eng,432,39,1,Wiley,20.0
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky,3.15,0805431578,9780805431575,eng,368,26,8,B Books,18.0
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park,3.99,0679838864,9780679838869,en-US,68,11178,623,Random House Books for Young Readers,30.0
1169,Monkey Business,Sarah Mlynowski,3.67,0373250711,9780373250714,eng,392,3379,67,Red Dress Ink,19.0
1171,Liar's Poker,Michael   Lewis,4.15,0140143459,9780140143454,eng,256,22843,936,Penguin Books,33.0
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,0802732291,9780802732293,eng,214,13,1,Walker & Company,30.0
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno,4.08,1841721476,694055000612,eng,64,8,2,Ryland Peters & Small,22.0
1191,Giada's Family Dinners,Giada De Laurentiis,3.96,030723827X,9780307238276,eng,256,14103,74,Clarkson Potter,17.0
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,9781400052585,eng,256,40125,217,Clarkson Potter,18.0
1193,Everyday Pasta,Giada De Laurentiis,4.09,0307346587,9780307346582,eng,240,8822,55,Clarkson Potter,16.0
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence,4.09,1400052386,9781400052387,eng,256,3697,34,Clarkson Potter,17.0
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence,4.06,0609609971,9780609609972,eng,304,1426,16,Clarkson Potter Publishers,20.0
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence,3.92,1400052378,9781400052370,eng,287,275,15,Clarkson Potter Publishers,19.0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.97,0061234001,9780061234002,eng,320,628745,13034,William Morrow,17.0
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt,3.97,8466625127,9788466625128,spa,250,193,23,Ediciones B,17.0
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.97,0061245135,9780061245138,en-US,496,98,5,Harper,17.0
1218,The Last Assassin (John Rain  #5),Barry Eisler,4.27,0399153594,9780399153594,eng,338,189,25,Putnam Publishing Group,17.0
1226,Life of Pi,Yann Martel,3.91,0156030209,9780156030205,en-US,401,4318,668,Mariner Books / Harvest Books,19.0
